Word,Count pos,Count neg
demographic,0.4444444444444444,0.5555555555555556
demonic,0.11428571428571428,0.8857142857142857
demonous,0.0,1.0
demonstrable,1.0,0.0
demurely,1.0,0.0
dependable,0.7142857142857143,0.2857142857142857
deplorable,0.6,0.4
deplorably,1.0,0.0
depressed,0.5897435897435898,0.41025641025641024
depressingly,0.14285714285714285,0.8571428571428571
derivative,0.2413793103448276,0.7586206896551724
dermatonecrotic,1.0,0.0
deservedly,0.7,0.3
designespecially,1.0,0.0
desirable,0.8333333333333334,0.16666666666666666
desirous,1.0,0.0
desperately,0.4788732394366197,0.5211267605633803
despicable,0.5666666666666667,0.43333333333333335
despotic,0.3333333333333333,0.6666666666666666
destructively,1.0,0.0
detailed,0.5294117647058824,0.47058823529411764
determinedly,0.5,0.5
deterministic,0.0,1.0
detestable,0.25,0.75
detestably,0.0,1.0
detrimentally,1.0,0.0
devastatingly,0.3333333333333333,0.6666666666666666
devastiingly,1.0,0.0
developingthere,0.0,1.0
developmentexactly,0.0,1.0
devilishly,1.0,0.0
devious,0.45454545454545453,0.5454545454545454
deviously,1.0,0.0
devoutly,1.0,0.0
dewaere,0.5555555555555556,0.4444444444444444
diabetic,1.0,0.0
diabolical,0.46153846153846156,0.5384615384615384
diagonally,0.0,1.0
dialectic,0.9411764705882353,0.058823529411764705
dialectical,1.0,0.0
diary,0.5277777777777778,0.4722222222222222
dickian,0.0,1.0
dictioary,0.0,1.0
dictionary,0.6,0.4
didactic,0.5,0.5
didactically,0.6666666666666666,0.3333333333333333
differencethere,1.0,0.0
different,0.6631652661064426,0.33683473389355745
differently,0.8,0.2
difficult,0.6035502958579881,0.39644970414201186
difficultly,0.0,1.0
digestible,0.8571428571428571,0.14285714285714285
digitally,0.2222222222222222,0.7777777777777778
diligently,0.5,0.5
dilly,1.0,0.0
dimensionally,0.6666666666666666,0.3333333333333333
dimensiononebrian,1.0,0.0
dinthere,1.0,0.0
dionysian,1.0,0.0
diplomatic,0.75,0.25
dippy,0.0,1.0
direct,0.5212765957446809,0.4787234042553192
directedgary,1.0,0.0
directly,0.449438202247191,0.550561797752809
directoral,0.0,1.0
directorial,0.7021276595744681,0.2978723404255319
direly,0.0,1.0
disable,1.0,0.0
disabled,0.7692307692307693,0.23076923076923078
disadvantageous,1.0,0.0
disagreeable,0.3333333333333333,0.6666666666666666
disappointed,0.37755102040816324,0.6224489795918368
disappointingly,0.36363636363636365,0.6363636363636364
disarmingly,1.0,0.0
disassemble,0.0,1.0
disastrous,0.5,0.5
disastrously,1.0,0.0
discernable,0.5,0.5
discernible,0.13333333333333333,0.8666666666666667
disciplinarian,1.0,0.0
discontinuous,0.0,1.0
discreetly,0.0,1.0
disdainfully,1.0,0.0
disgracefully,0.0,1.0
disgustingly,0.5,0.5
disharmoniously,1.0,0.0
dishonorable,0.3333333333333333,0.6666666666666666
disingenious,1.0,0.0
disingenuous,0.8,0.2
disjointedly,1.0,0.0
dislikable,0.0,1.0
dislikeable,0.3333333333333333,0.6666666666666666
dismally,0.2,0.8
dismissable,0.0,1.0
displeased,0.3333333333333333,0.6666666666666666
disposable,0.4,0.6
disproportionately,0.75,0.25
disprovable,1.0,0.0
disproven,0.0,1.0
disputable,0.5,0.5
disreputable,1.0,0.0
disrespectfully,0.5,0.5
dissatisfied,0.5,0.5
distinctively,0.6666666666666666,0.3333333333333333
distinctly,0.6,0.4
distinguishable,1.0,0.0
distressed,0.75,0.25
disturbingly,0.75,0.25
diversified,0.0,1.0
doable,1.0,0.0
doctoral,0.6666666666666666,0.3333333333333333
doctornappy,0.0,1.0
documentarian,1.0,0.0
documentarydefinitely,1.0,0.0
documentedly,1.0,0.0
doggedly,1.0,0.0
dogmatic,0.0,1.0
dogmatically,0.0,1.0
dolly,1.0,0.0
dolorous,1.0,0.0
domestic,0.7352941176470589,0.2647058823529412
domestically,1.0,0.0
dominican,1.0,0.0
doneimpressively,0.0,1.0
donnelly,0.0,1.0
dorian,1.0,0.0
dorkily,1.0,0.0
double,0.546875,0.453125
doubly,0.5,0.5
doubtfully,1.0,0.0
doubtlessly,1.0,0.0
down,0.4169215086646279,0.583078491335372
draconian,0.5,0.5
drainingly,0.0,1.0
dramatic,0.5666666666666667,0.43333333333333335
dramatical,1.0,0.0
dramatically,0.5454545454545454,0.45454545454545453
drastic,0.5,0.5
drastically,0.3076923076923077,0.6923076923076923
drawbackthere,1.0,0.0
dreadfully,0.125,0.875
dreamily,1.0,0.0
drearily,0.0,1.0
dreary,0.36666666666666664,0.6333333333333333
dribble,0.0,1.0
drinkable,1.0,0.0
drippingly,1.0,0.0
drippy,0.0,1.0
droppingly,0.14285714285714285,0.8571428571428571
dual,0.4444444444444444,0.5555555555555556
dubious,0.48148148148148145,0.5185185185185185
duckthere,1.0,0.0
dumbfoundingly,0.0,1.0
duncan,0.2857142857142857,0.7142857142857143
duplicitous,0.6666666666666666,0.3333333333333333
dutifully,0.6,0.4
dyingseriously,0.0,1.0
dynamic,0.6140350877192983,0.38596491228070173
dynamically,1.0,0.0
dynastic,1.0,0.0
dyptic,1.0,0.0
dystopian,1.0,0.0
dystrophic,1.0,0.0
eagerly,0.5294117647058824,0.47058823529411764
early,0.6247068021892104,0.3752931978107897
earnestly,1.0,0.0
earthly,0.5,0.5
easily,0.575,0.425
eastern,0.6,0.4
easy,0.6415929203539823,0.3584070796460177
eatchat,1.0,0.0
eccentric,0.6511627906976745,0.3488372093023256
eccentrically,1.0,0.0
ecclesiastical,1.0,0.0
eclectic,0.8,0.2
ecological,0.2857142857142857,0.7142857142857143
ecologically,1.0,0.0
economic,0.35,0.65
economical,0.75,0.25
economically,0.6666666666666666,0.3333333333333333
ecstatic,0.3333333333333333,0.6666666666666666
edible,0.0,1.0
educational,0.6428571428571429,0.35714285714285715
edwardian,0.8333333333333334,0.16666666666666666
eerily,0.7777777777777778,0.2222222222222222
effective,0.7074074074074074,0.29259259259259257
effectively,0.6790123456790124,0.32098765432098764
effectsonly,0.0,1.0
efficiently,0.7,0.3
effortlessly,0.8823529411764706,0.11764705882352941
effortmarvelous,1.0,0.0
egalitarian,1.0,0.0
egotistical,0.7142857142857143,0.2857142857142857
egregious,0.16666666666666666,0.8333333333333334
egyptian,0.5555555555555556,0.4444444444444444
elaborately,1.0,0.0
elastic,0.5,0.5
elderly,0.6470588235294118,0.35294117647058826
electoral,1.0,0.0
electric,0.34375,0.65625
electrical,0.3333333333333333,0.6666666666666666
electrician,0.5,0.5
electrifyingly,1.0,0.0
electromagnetic,0.0,1.0
electronic,0.47619047619047616,0.5238095238095238
elegantly,1.0,0.0
elementary,0.1875,0.8125
elementssuch,1.0,0.0
eleven,0.8928571428571429,0.10714285714285714
eligible,0.0,1.0
ellendunaway,0.0,1.0
elliptical,0.5,0.5
elly,1.0,0.0
elogious,0.0,1.0
eloquently,1.0,0.0
else,0.36259977194982895,0.637400228050171
elseobviously,0.0,1.0
elsethere,1.0,0.0
elsewhere,0.48333333333333334,0.5166666666666667
elusive,0.6923076923076923,0.3076923076923077
elusively,1.0,0.0
embarassingly,0.0,1.0
embarrassingly,0.08695652173913043,0.9130434782608695
embellish,0.5,0.5
emblematic,0.0,1.0
embraceable,1.0,0.0
emily,0.23214285714285715,0.7678571428571429
eminently,0.2857142857142857,0.7142857142857143
emissary,0.0,1.0
emotional,0.7073863636363636,0.29261363636363635
emotionally,0.6614173228346457,0.33858267716535434
emotionsmostly,1.0,0.0
emotive,1.0,0.0
empathetic,0.6,0.4
empathic,0.0,1.0
emphatic,0.3333333333333333,0.6666666666666666
empirical,0.0,1.0
empty,0.39285714285714285,0.6071428571428571
enable,0.6666666666666666,0.3333333333333333
endearingly,0.8,0.2
endemic,0.3333333333333333,0.6666666666666666
endingwhat,1.0,0.0
endlessly,0.35714285714285715,0.6428571428571429
endsfortunately,0.0,1.0
endurable,0.0,1.0
endwhere,1.0,0.0
enemywhere,0.0,1.0
energetic,0.8421052631578947,0.15789473684210525
energetically,1.0,0.0
engagingly,1.0,0.0
english,0.445440956651719,0.554559043348281
engrish,0.0,1.0
enhancerthere,0.0,1.0
enigmatic,0.6923076923076923,0.3076923076923077
enigmatically,0.0,1.0
enjoyable,0.6784810126582278,0.32151898734177214
enjoyableactual,0.0,1.0
enjoyably,0.6428571428571429,0.35714285714285715
enliven,0.5,0.5
enormeous,0.0,1.0
enormous,0.64,0.36
enormously,0.7777777777777778,0.2222222222222222
enough,0.4252136752136752,0.5747863247863247
ensemble,0.85,0.15
entertainingly,1.0,0.0
enthusiastic,0.5652173913043478,0.43478260869565216
enthusiastically,0.875,0.125
entire,0.39622641509433965,0.6037735849056604
entirelly,1.0,0.0
entirely,0.525096525096525,0.4749034749034749
enviable,1.0,0.0
enviormentally,0.0,1.0
envious,0.25,0.75
environmental,0.5,0.5
environmentally,0.5,0.5
ephemeral,0.8,0.2
epically,0.0,1.0
epicsuch,1.0,0.0
epidemic,0.8333333333333334,0.16666666666666666
epigrammatic,1.0,0.0
epileptic,1.0,0.0
epiphanous,1.0,0.0
episodehere,1.0,0.0
eplosive,1.0,0.0
eponymous,0.6666666666666666,0.3333333333333333
equal,0.6086956521739131,0.391304347826087
equally,0.6774193548387096,0.3225806451612903
equitable,1.0,0.0
eratic,1.0,0.0
erian,0.0,1.0
erosive,0.0,1.0
erotic,0.49411764705882355,0.5058823529411764
erotically,1.0,0.0
erratic,0.4375,0.5625
erratically,0.0,1.0
erroneous,0.3333333333333333,0.6666666666666666
erroneously,1.0,0.0
erthat,0.0,1.0
esoterically,1.0,0.0
especial,1.0,0.0
especially,0.6323404255319149,0.3676595744680851
essential,0.6578947368421053,0.34210526315789475
essentially,0.423728813559322,0.576271186440678
establishmentthere,1.0,0.0
estatic,0.0,1.0
esthetic,0.5,0.5
esthetically,0.0,1.0
estimable,1.0,0.0
eternal,0.7777777777777778,0.2222222222222222
eternally,0.5714285714285714,0.42857142857142855
ethereally,0.0,1.0
ethic,0.8,0.2
ethical,0.6666666666666666,0.3333333333333333
ethically,0.0,1.0
ethnic,0.6511627906976745,0.3488372093023256
ethnical,0.0,1.0
eunuch,0.0,1.0
eurasian,0.0,1.0
european,0.42948717948717946,0.5705128205128205
evangelical,0.2,0.8
evangelistic,1.0,0.0
evasive,0.0,1.0
even,0.3467316684906974,0.6532683315093025
evenly,0.6666666666666666,0.3333333333333333
eventual,0.6785714285714286,0.32142857142857145
eventually,0.530791788856305,0.46920821114369504
ever,0.4455753463387051,0.5544246536612949
everlastingly,1.0,0.0
everly,1.0,0.0
everythingeven,0.0,1.0
everyway,0.0,1.0
everywhere,0.5641025641025641,0.4358974358974359
evidently,0.3870967741935484,0.6129032258064516
evocative,0.7142857142857143,0.2857142857142857
evolutionary,0.0,1.0
exactly,0.4823008849557522,0.5176991150442478
exaggerated,0.6122448979591837,0.3877551020408163
exaggeratedly,0.0,1.0
exampleeven,1.0,0.0
excactly,0.0,1.0
exceedingly,0.4,0.6
excellently,0.9545454545454546,0.045454545454545456
exceptional,0.8461538461538461,0.15384615384615385
exceptionally,0.85,0.15
excessive,0.5882352941176471,0.4117647058823529
excessively,0.2857142857142857,0.7142857142857143
excitable,1.0,0.0
excitedly,0.0,1.0
excitingly,1.0,0.0
exclusive,0.36363636363636365,0.6363636363636364
exclusively,0.2608695652173913,0.7391304347826086
excretable,0.0,1.0
excruciatingly,0.05263157894736842,0.9473684210526315
excusable,0.3333333333333333,0.6666666666666666
execrable,0.0,1.0
execrablethat,0.0,1.0
execrably,0.0,1.0
exemplary,0.8571428571428571,0.14285714285714285
exhaustive,1.0,0.0
exhaustively,0.0,1.0
existantthat,0.0,1.0
existential,0.7333333333333333,0.26666666666666666
exotic,0.4666666666666667,0.5333333333333333
expansive,0.6,0.4
expectable,1.0,0.0
expectedly,1.0,0.0
expeditious,0.0,1.0
expeditiously,1.0,0.0
expendable,0.4,0.6
expensive,0.44776119402985076,0.5522388059701493
expensively,0.0,1.0
experienced,0.5625,0.4375
experiential,1.0,0.0
expertly,0.9047619047619048,0.09523809523809523
explainable,0.0,1.0
expletive,0.0,1.0
explicitly,0.7,0.3
explitive,1.0,0.0
exploitational,0.0,1.0
exploitative,0.6666666666666666,0.3333333333333333
exploitive,0.3333333333333333,0.6666666666666666
explorationsecondly,1.0,0.0
explorative,1.0,0.0
explosive,0.4666666666666667,0.5333333333333333
exponential,0.0,1.0
exponentially,0.0,1.0
expositional,0.0,1.0
expositive,0.0,1.0
expressionally,1.0,0.0
expressionistic,1.0,0.0
expressive,0.7058823529411765,0.29411764705882354
expressively,1.0,0.0
expressly,0.5,0.5
exquisitely,0.9166666666666666,0.08333333333333333
extemporaneous,1.0,0.0
extensive,0.6190476190476191,0.38095238095238093
extensively,0.3333333333333333,0.6666666666666666
external,0.9230769230769231,0.07692307692307693
externally,1.0,0.0
extra,0.47019867549668876,0.5298013245033113
extramural,0.0,1.0
extraneous,0.0,1.0
extraordinarily,0.4666666666666667,0.5333333333333333
extraordinary,0.86,0.14
extraterrestrial,0.3333333333333333,0.6666666666666666
extravagantly,1.0,0.0
extreamely,1.0,0.0
extreamly,0.0,1.0
extremelly,0.0,1.0
extremely,0.49539170506912444,0.5046082949308756
extremiously,1.0,0.0
extremly,0.5,0.5
faaaaaabulous,1.0,0.0
fabian,1.0,0.0
fable,0.5,0.5
fabulous,0.813953488372093,0.18604651162790697
fabulousfurious,1.0,0.0
fabulously,1.0,0.0
facecan,1.0,0.0
facetious,1.0,0.0
facial,0.65625,0.34375
facially,0.3333333333333333,0.6666666666666666
factly,1.0,0.0
factthat,1.0,0.0
factual,0.55,0.45
factually,0.0,1.0
failscompletely,0.0,1.0
faintly,0.0,1.0
fairly,0.4819277108433735,0.5180722891566265
faithfully,1.0,0.0
fakely,0.0,1.0
false,0.44155844155844154,0.5584415584415584
falsely,0.6,0.4
familial,0.75,0.25
familiar,0.6713615023474179,0.3286384976525822
famous,0.6850574712643678,0.31494252873563217
famously,0.5714285714285714,0.42857142857142855
fanatic,0.3333333333333333,0.6666666666666666
fanatical,0.5625,0.4375
fanatically,0.3333333333333333,0.6666666666666666
fanciful,0.0,1.0
fantabulous,0.0,1.0
fantastic,0.868632707774799,0.13136729222520108
fantastical,0.42857142857142855,0.5714285714285714
fantastically,0.75,0.25
fantasticfantasticfantastic,0.0,1.0
fantasticshortly,0.0,1.0
fantatical,0.0,1.0
farcial,0.0,1.0
farcical,0.36363636363636365,0.6363636363636364
farily,1.0,0.0
farraginous,1.0,0.0
farrelly,0.8,0.2
fascinatingly,0.3333333333333333,0.6666666666666666
fashionable,0.5833333333333334,0.4166666666666667
fashionably,0.0,1.0
fashionthat,1.0,0.0
fastidious,0.0,1.0
fastidiously,0.0,1.0
fastprobably,1.0,0.0
fatalistic,0.8333333333333334,0.16666666666666666
fatally,0.7142857142857143,0.2857142857142857
fatherly,0.5,0.5
fatuous,0.0,1.0
faustian,1.0,0.0
favorable,0.26666666666666666,0.7333333333333333
favorably,0.4,0.6
favoritesatmosphere,0.0,1.0
favourable,0.0,1.0
favourably,0.8,0.2
feareven,0.0,1.0
fearlessly,1.0,0.0
feasible,0.5,0.5
february,0.9090909090909091,0.09090909090909091
febuary,1.0,0.0
fecal,0.0,1.0
fectly,1.0,0.0
federal,0.4444444444444444,0.5555555555555556
feeble,0.09523809523809523,0.9047619047619048
feely,0.0,1.0
feministic,1.0,0.0
feral,0.3333333333333333,0.6666666666666666
ferocious,1.0,0.0
ferociously,1.0,0.0
fervently,0.0,1.0
festive,1.0,0.0
fetish,0.45161290322580644,0.5483870967741935
fetishistic,0.5,0.5
feverish,0.6666666666666666,0.3333333333333333
feverishly,1.0,0.0
few,0.2857142857142857,0.7142857142857143
ficticious,1.0,0.0
fictional,0.40540540540540543,0.5945945945945946
fictitious,0.5,0.5
fiendish,0.8333333333333334,0.16666666666666666
fiendishly,1.0,0.0
fiercely,0.3333333333333333,0.6666666666666666
fifthly,0.0,1.0
fightwhat,1.0,0.0
figurative,0.5,0.5
figuratively,0.6666666666666666,0.3333333333333333
figuresic,0.0,1.0
filesfinal,1.0,0.0
filmable,1.0,0.0
filmdue,1.0,0.0
filmfirst,1.0,0.0
filmic,0.2777777777777778,0.7222222222222222
filmsadly,0.0,1.0
filmsdelirious,1.0,0.0
filmthat,0.0,1.0
filmthere,1.0,0.0
final,0.5066137566137566,0.4933862433862434
finally,0.55198973042362,0.44801026957637996
financial,0.6097560975609756,0.3902439024390244
financially,0.75,0.25
finely,0.9375,0.0625
finnish,0.6363636363636364,0.36363636363636365
fireeventually,1.0,0.0
firmly,0.5416666666666666,0.4583333333333333
first,0.5089531680440771,0.49104683195592286
firstly,0.5227272727272727,0.4772727272727273
firstsuch,0.0,1.0
fiscal,0.0,1.0
fisingearly,1.0,0.0
fitfully,0.0,1.0
fittingly,0.6,0.4
flagrantly,1.0,0.0
flamboyantly,1.0,0.0
flammable,0.0,1.0
flashily,1.0,0.0
flat,0.2840466926070039,0.7159533073929961
flatly,0.0,1.0
flawlessly,0.8333333333333334,0.16666666666666666
fleetingly,0.3333333333333333,0.6666666666666666
flemish,0.0,1.0
flexible,1.0,0.0
flimsily,0.0,1.0
flirtatious,0.23076923076923078,0.7692307692307693
floppy,0.0,1.0
floridian,0.0,1.0
flourish,0.5714285714285714,0.42857142857142855
fluently,0.6666666666666666,0.3333333333333333
fluidly,0.5,0.5
focal,0.3333333333333333,0.6666666666666666
followable,1.0,0.0
folly,0.625,0.375
fondly,1.0,0.0
fondue,1.0,0.0
foolish,0.3125,0.6875
foolishly,0.4,0.6
foppish,0.0,1.0
forceably,0.0,1.0
forcefully,0.3333333333333333,0.6666666666666666
forcible,1.0,0.0
forcibly,0.625,0.375
foreign,0.6129032258064516,0.3870967741935484
forensic,0.8333333333333334,0.16666666666666666
foreseeable,0.3333333333333333,0.6666666666666666
forethese,1.0,0.0
forever,0.5142857142857142,0.4857142857142857
forgettable,0.18811881188118812,0.8118811881188119
forgivable,0.5384615384615384,0.46153846153846156
forgive,0.5217391304347826,0.4782608695652174
forgiven,0.6,0.4
forlornly,0.0,1.0
formal,0.5555555555555556,0.4444444444444444
formally,1.0,0.0
formative,0.5,0.5
former,0.5595238095238095,0.44047619047619047
formerly,0.5,0.5
formidable,0.6363636363636364,0.36363636363636365
formidably,1.0,0.0
formshortly,1.0,0.0
formulative,1.0,0.0
forobviously,0.0,1.0
fortuitous,1.0,0.0
fortuitously,0.3333333333333333,0.6666666666666666
fortunately,0.6086956521739131,0.391304347826087
fortuneately,0.0,1.0
fortunetly,0.5,0.5
forward,0.46153846153846156,0.5384615384615384
forwardingthat,0.0,1.0
foundational,0.0,1.0
fourth,0.5833333333333334,0.4166666666666667
fourthly,0.0,1.0
foxysomewhat,1.0,0.0
fractionally,0.0,1.0
fragmentary,0.6666666666666666,0.3333333333333333
franklinbilly,0.0,1.0
frankly,0.38596491228070173,0.6140350877192983
franklyive,1.0,0.0
frantic,0.7391304347826086,0.2608695652173913
frantically,0.7142857142857143,0.2857142857142857
fraternal,1.0,0.0
frazzlingly,0.0,1.0
freakish,0.2,0.8
freakishly,0.5,0.5
free,0.43288590604026844,0.5671140939597316
freely,0.5454545454545454,0.45454545454545453
french,0.6553755522827688,0.3446244477172312
frenetic,0.8421052631578947,0.15789473684210525
frequently,0.5652173913043478,0.43478260869565216
fresh,0.6783625730994152,0.3216374269005848
freshat,1.0,0.0
freshly,0.6666666666666666,0.3333333333333333
freudian,0.45,0.55
friendly,0.7064220183486238,0.29357798165137616
friesian,0.0,1.0
frighteningly,0.7142857142857143,0.2857142857142857
frightfully,1.0,0.0
frilly,1.0,0.0
frivilous,0.0,1.0
frivolous,0.5,0.5
fromoddly,1.0,0.0
frontsreally,0.0,1.0
fruitfully,1.0,0.0
frustratingly,0.3333333333333333,0.6666666666666666
fugitive,0.5454545454545454,0.45454545454545453
full,0.5705263157894737,0.42947368421052634
fully,0.696078431372549,0.30392156862745096
fumble,0.0,1.0
functional,0.5,0.5
functionally,0.0,1.0
fundamental,0.35,0.65
fundamentally,0.0,1.0
funeral,0.5686274509803921,0.43137254901960786
funmaybe,1.0,0.0
funnily,0.6,0.4
funnythere,0.5,0.5
furious,0.5833333333333334,0.4166666666666667
furnish,0.0,1.0
furst,0.5,0.5
further,0.5302491103202847,0.4697508896797153
furthermore,0.4642857142857143,0.5357142857142857
furtive,0.5,0.5
futureistic,1.0,0.0
futurelive,1.0,0.0
futuristic,0.5675675675675675,0.43243243243243246
gabble,1.0,0.0
gable,0.6506024096385542,0.3493975903614458
galactic,1.0,0.0
galholly,1.0,0.0
gamely,0.25,0.75
gangly,0.6666666666666666,0.3333333333333333
gaspingly,0.0,1.0
geese,1.0,0.0
gelatinous,1.0,0.0
general,0.5549738219895288,0.44502617801047123
generally,0.4648648648648649,0.5351351351351351
generatively,1.0,0.0
generically,1.0,0.0
generous,0.26666666666666666,0.7333333333333333
generously,0.0,1.0
genetic,0.3333333333333333,0.6666666666666666
genetically,0.6,0.4
genially,1.0,0.0
genious,1.0,0.0
gentlemanly,0.6666666666666666,0.3333333333333333
gently,0.9166666666666666,0.08333333333333333
genuinely,0.5877192982456141,0.41228070175438597
genuingly,0.0,1.0
geographic,0.4,0.6
geographical,0.6666666666666666,0.3333333333333333
geographically,0.0,1.0
geological,0.6666666666666666,0.3333333333333333
geometrical,0.75,0.25
geopolitical,1.0,0.0
georgian,0.9,0.1
gere,0.7692307692307693,0.23076923076923078
german,0.7145708582834331,0.28542914171656686
ghastly,0.4,0.6
ghostly,0.5263157894736842,0.47368421052631576
ghoulishly,0.0,1.0
giddily,0.6666666666666666,0.3333333333333333
gigantic,0.2857142857142857,0.7142857142857143
gigantically,0.0,1.0
giggly,0.75,0.25
girly,0.0,1.0
glacial,0.0,1.0
gladly,0.375,0.625
glamorous,0.5833333333333334,0.4166666666666667
glamourous,0.0,1.0
glancingly,1.0,0.0
glaringly,0.5,0.5
glassily,1.0,0.0
gleefully,0.8888888888888888,0.1111111111111111
global,0.27472527472527475,0.7252747252747253
gloomily,1.0,0.0
glorious,0.75,0.25
gloriously,0.5555555555555556,0.4444444444444444
gnarly,1.0,0.0
gnostic,0.0,1.0
godswhere,0.0,1.0
godwhere,0.0,1.0
goesunhappily,0.0,1.0
golden,0.7735849056603774,0.22641509433962265
golly,0.25,0.75
good,0.4851163884316953,0.5148836115683048
goodespecially,1.0,0.0
goodly,1.0,0.0
goodseveral,0.0,1.0
goodvirtuous,1.0,0.0
goofily,1.0,0.0
googly,1.0,0.0
goreusually,0.0,1.0
gorgeous,0.7077922077922078,0.2922077922077922
gorgeously,0.8333333333333334,0.16666666666666666
gorily,1.0,0.0
gothere,1.0,0.0
gothic,0.7625,0.2375
grable,1.0,0.0
gracefully,0.5454545454545454,0.45454545454545453
gracelessly,0.0,1.0
gracious,0.3333333333333333,0.6666666666666666
graciously,0.5,0.5
gradual,0.8571428571428571,0.14285714285714285
gradually,0.75,0.25
grammatical,0.0,1.0
grammatically,1.0,0.0
grand,0.5822784810126582,0.4177215189873418
grandiosely,1.0,0.0
graphic,0.5773195876288659,0.422680412371134
graphical,1.0,0.0
graphically,0.36363636363636365,0.6363636363636364
graphicsseriously,0.0,1.0
gratefully,0.6,0.4
gratificationtypically,0.0,1.0
gratingly,0.0,1.0
gratuitious,0.0,1.0
gratuitous,0.3402061855670103,0.6597938144329897
gratuitously,0.0,1.0
gravely,0.0,1.0
great,0.7716911325933883,0.22830886740661177
greatly,0.7014925373134329,0.29850746268656714
green,0.6647727272727273,0.3352272727272727
grindingly,0.0,1.0
grippingly,1.0,0.0
grisly,0.6153846153846154,0.38461538461538464
grittily,1.0,0.0
groaningly,0.0,1.0
gross,0.3076923076923077,0.6923076923076923
grossliterally,0.0,1.0
grossly,0.5238095238095238,0.47619047619047616
grotesquely,0.2,0.8
grouch,0.5,0.5
grudgingly,0.625,0.375
gruelingly,0.0,1.0
gruesomely,0.5,0.5
grumble,1.0,0.0
guetary,1.0,0.0
guiltily,1.0,0.0
guilty,0.5154639175257731,0.4845360824742268
guinevere,1.0,0.0
gullible,0.3333333333333333,0.6666666666666666
guttural,0.3333333333333333,0.6666666666666666
guétary,1.0,0.0
gymnastic,0.0,1.0
gynaecological,0.0,1.0
gywnneespecially,0.0,1.0
habitable,1.0,0.0
habitual,1.0,0.0
habitually,1.0,0.0
hadly,0.0,1.0
hallarious,1.0,0.0
handedly,0.4666666666666667,0.5333333333333333
handsomely,0.75,0.25
haphazardly,0.4,0.6
haplessly,0.0,1.0
happily,0.5061728395061729,0.49382716049382713
happpy,1.0,0.0
happy,0.585820895522388,0.4141791044776119
hard,0.45499645641389086,0.5450035435861091
hardly,0.5533707865168539,0.44662921348314605
harmlessly,0.0,1.0
harmonious,0.0,1.0
harrowingly,1.0,0.0
harshly,0.5,0.5
hastily,0.3333333333333333,0.6666666666666666
hateable,0.0,1.0
hatefully,0.0,1.0
hately,1.0,0.0
hauntingly,0.5,0.5
havefortunately,1.0,0.0
haveterrible,1.0,0.0
hawaiian,0.75,0.25
hazardous,1.0,0.0
headly,1.0,0.0
healthy,0.5,0.5
heartbreakingly,1.0,0.0
heartedly,0.5,0.5
heartily,0.6666666666666666,0.3333333333333333
heavenly,0.6190476190476191,0.38095238095238093
heavily,0.5333333333333333,0.4666666666666667
heavy,0.5230125523012552,0.4769874476987448
hectic,0.7857142857142857,0.21428571428571427
hedonistic,0.5,0.5
heftily,1.0,0.0
heinous,0.7777777777777778,0.2222222222222222
heinously,0.5,0.5
helpfully,0.3333333333333333,0.6666666666666666
helplessly,0.0,1.0
hemisphere,1.0,0.0
here,0.4672131147540984,0.5327868852459017
herendous,0.0,1.0
heretic,0.7142857142857143,0.2857142857142857
heretical,0.3333333333333333,0.6666666666666666
hermeneutic,0.0,1.0
hermetic,0.0,1.0
heroically,0.0,1.0
heroistic,1.0,0.0
herthere,1.0,0.0
hesitantly,1.0,0.0
heterosexual,0.5333333333333333,0.4666666666666667
heuristic,1.0,0.0
hidegarishous,0.0,1.0
hideous,0.175,0.825
hideously,0.2222222222222222,0.7777777777777778
hierarchical,1.0,0.0
high,0.5317035905271199,0.46829640947288004
highly,0.7749077490774908,0.22509225092250923
hilarious,0.6913827655310621,0.30861723446893785
hilariously,0.5625,0.4375
hillarious,0.0,1.0
hillbilly,0.42105263157894735,0.5789473684210527
hilly,1.0,0.0
himfinally,1.0,0.0
himthere,1.0,0.0
himwhere,0.0,1.0
hippy,0.5555555555555556,0.4444444444444444
hispanic,0.13333333333333333,0.8666666666666667
histarical,1.0,0.0
historical,0.5,0.5
historically,0.47368421052631576,0.5263157894736842
historyespecially,1.0,0.0
hobgoblinshobgoblinswhere,0.0,1.0
holesdisgustingly,0.0,1.0
holly,0.8734177215189873,0.12658227848101267
holographic,0.0,1.0
homely,0.125,0.875
homere,1.0,0.0
homicidally,0.0,1.0
homoerotic,0.5,0.5
homogeneous,1.0,0.0
homosexual,0.5192307692307693,0.4807692307692308
homosexually,0.0,1.0
honerable,0.0,1.0
honestly,0.27488151658767773,0.7251184834123223
honorable,0.36363636363636365,0.6363636363636364
honostly,1.0,0.0
honourable,0.2,0.8
hopefully,0.5494505494505495,0.45054945054945056
hopelessly,0.15384615384615385,0.8461538461538461
horibble,0.0,1.0
horrendous,0.2222222222222222,0.7777777777777778
horrendously,0.2857142857142857,0.7142857142857143
horrible,0.07279693486590039,0.9272030651340997
horribly,0.16483516483516483,0.8351648351648352
horridly,0.0,1.0
horrifibly,0.0,1.0
horrifically,0.5,0.5
horrifyingly,0.5,0.5
horrorible,0.0,1.0
horticultural,0.0,1.0
hospitable,1.0,0.0
hot,0.5,0.5
hotly,1.0,0.0
hourly,1.0,0.0
however,0.5213367609254499,0.4786632390745501
huge,0.39361702127659576,0.6063829787234043
